comment,label
布朗尼都睡醒两场了,0.0
有才,0.0
大聪明 怀斯曼二世,0.0
萨尔没有下,0.5
诈骗,0.0
这投篮选择，打2k妥妥d评分,0.0
怎么看，笑着看，布朗尼这不刚回暖，希望没有伤病兑现天赋，真兑现不了给点乐子也挺好,0.0
艾顿难道不是因为自己有对抗洁癖才拿不到顶薪？不然以恩比德为模板怎么也能拿个次顶薪不成问题吧,0.5
法国的都很水，除了文班亚马,0.0
他可能是任何球迷，但他肯定不是湖人球迷,0.0
萨尔=怀斯曼,0.0
这怎么感觉比太子还离谱啊,0.0
别的不好说，在国际赛场肯定能防住文班,1.0
萨尔去尼火功能性也完全和小贾重叠啊，尼火正是搏成绩的时候怎么还去拿大毛坯培养？,0.0
该不会是收钱分担小张压力的吧,0.0
这位根怀斯曼比如何,0.0
这也太糙了,0.0
本来就是个璞玉，不要急,1.0
打铁匠,0.0
修电线杆子的,0.0
就这还挑队呢？！,0.0
凯尔特人状元选塔图姆不是更好，为啥要换到榜眼呢,0.0
你太拉了，拉到人家围你救别人了。,0.0
当时nba特刊上叫韩瑞克，我还以为是个中国人哈哈哈,0.5
最差榜眼,0.0
不行叫萨瓦迪卡,0.5
雷神索尔,0.5
可拉倒吧，菜就菜还摆烂，,0.0
图他什么,0.0
他连身板都不够榜眼。,0.0
部落的大酋长,0.0
巴格利：你看不起谁呢？拿我和他比？,0.0
那是吉安娜的对象？,0.5
火箭那个应该不错,1.0
萨尔被别人放大沉默了,0.0
菜鸡年的榜眼秀，这表现应该正常吧,1.0
这个不是在隐藏实力吗？,0.0
能当普洱还不好 大合同有了 新秀三年就夺冠了 真真的人生赢家,0.5
广东大师,0.0
普洱场均20+那个赛季，还是很强的,1.0
比优博伊斯,0.5
碧咸  朗拿度,0.5
亨利克,0.5
看好雄鹿小孩哥,1.0
应该掉到55顺位的,0.0
不如崔永熙,0.0
怎么可能没有,0.0
你懂什么，奇才明年选秀前三稳了。flagg不香吗,0.0
看着铁但是不准啊,0.0
低顺位？这不指明55顺位吗,0.0
多赚了个首轮还省了几百万工资，这就是安吉,1.0
还不如嘉庆爷,0.0
美如画,1.0
值，，，，,1.0
职业法师,0.0
因为76人要富尔茨，湖人榜眼要球哥不会截胡兔子，凯尔特人就用状元换76人探花+首轮，一样选兔子，薪水少了，还多个首轮,0.5
比布朗尼还强。和布朗尼皮克特组三巨头吧,0.0
早期魔兽争霸的翻译是找临时工干的，自然水平不行。只不过后面的wow国服大部分都沿用下来了。,0.5
谢泼德不知道常规赛行不行,0.5
上限太低了,0.0
老鹰球迷得感谢他,0.0
法国高危选秀,0.0
这就上钩了,0.0
新赛季奇才美如画组合？,0.0
这么看杨翰森能当状元,0.0
。。。菜的抠脚，真的是我上我也行。就是打铁被盖帽而已，谁丢不是丢啊,0.0
最近去听了杰哥演唱会，到这个名字，脑子里就是塞尔 塞尔 塞尔 塞尔。。。,0.5
我真的是！一套偶数萨玩到关服！,0.5
快船的普拉姆利,0.0
这个确实，动作还是流畅。,1.0
大本那手不柔和，太硬了，搁篮下命中率都很一般,0.0
部落都是废物！,0.0
55号新秀一样这么烂的时候人人喷，榜眼秀烂成这样没人知道，倒反天罡,0.0
比较看好克内克特,1.0
难道我穿越了，现在是1997年之前？,0.0
比太子还差,0.0
吉安娜早就和玛里苟斯走了,0.5
beer撒。,0.5
萨尔下看来是出不来了,0.0
必水,0.0
标题再加一个（ps此B为内线）,0.5
老铁在哪里玩炉石,0.5
怎么，广东也是97后才是中国的？,0.5
这么说吧，我大学打学院间的联赛，我们学院实力垫底，而我又是垫底队里水平最烂的替补，替补10分钟也拿了5分。,0.5
除了投射，其他选秀卖点体现也是中规中矩,0.0
所以不懂广东方言有什么问题？中国几十，上百种方言，你敢说你全会？,0.5
这不符合概率学,0.5
怀斯曼,0.0
他特别喜欢翻身跳投，各种位置都玩这个，但命中率是真的低。。,0.0
我觉得雄鹿有可能复制13年神操作,1.0
还没觉醒大地之力,0.0
不如我大周琦,0.0
要不为啥叫小索索呢,0.5
先谢布朗尼，吸收了大量关注度和火力,0.0
大地母亲忽悠着你,0.0
你好,0.5
火力凶猛,1.0
伊利丹哈哈哈,0.5
都死在破碎群岛了,0.5
糙的有点当年塔比特的感觉了,0.0
其实这个翻译习惯了 也没问题 初代公牛队长,0.5
不记得央5解说里，胳膊特长的戈伯特了么。。。,0.5
爵士科利尔,0.0
别带上我猎爹,0.5
除了看比赛的地方 哪里都有拜仁球迷,0.5
还有默里，明明穆雷更恰当，现在的人名翻译真无语,0.5
懒龙绷,0.5
种田你就好好种田，来打什么篮球,0.0
再这么打下去，奇才明年选秀前三稳了，可以争个Flagg,0.0
还有布巴荷，读着就奇怪,0.5
塔图姆,0.5
修理篮筐的,0.0
绿军目标就是獭兔，只不过当时选秀前獭兔都还在和科比训练，也有很大意愿去湖人，绿军本来都想放弃的谁知道湖人没选獭兔,0.5
投篮动作都脱节了,0.0
两个谁也别说谁，吉安娜能A也是大憋,0.0
就这还狂呢,0.0
火箭不需要上限一堆乐透打出来就行了,1.0
萨尔培养期比较长，奇才既然选了，多点耐心，若干年后必能成奇才,1.0
防守大闸蟹,1.0
大聪明动作也挺好,1.0
这下真不如布朗尼了。。。奇才后悔不，选了布朗尼还能卖票呢,0.0
跟塔图姆一样 怎么读也读不出“塔图”两个音,0.5
老鹰虽然避开萨尔，但里萨谢目前看，问题也不少，所以，不要去笑话别人，多给新秀们加加油，一起进步,1.0
上限不低，现在看来有组织有三分而且不上头乱打，防守还凑合，现在的三分已经很猛，要是能加强一下防守的话我觉得上限有基德那种水平，或者是个破产版的库里,1.0
就这水平了,0.0
我吉安娜魔晶不香么？,0.5
国王那个卡特？夏联还一场没打呢，虽然我看他大学集锦感觉也确实不错，攻防都有,1.0
这不是一个职业球员能轻易做到的…,0.0
骂55顺位布朗尼的远多于2顺位的萨尔的,0.0
对啊 主要玩2k系列游戏也是这个叫法 叫不明白,0.5
牛逼啊,1.0
比布朗尼还布朗尼,0.0
确实 这名字听起来就港味十足,0.5
台服叫索尔,0.5
是卡雷苟斯，玛里苟斯早就死了……,0.5
萨尔不是法国人么？,0.5
我们说的是魔兽的萨尔..,0.5
德语吧 可能是heinrich的变体 不过他又不是一代 基本读音美国化了,0.5
施更接近th的发音，th跟s可不一样，发这个音要动舌头。罗也比劳稍微更接近。你发all这个单词 难道按是拼音里的ao来发？虽然也不是o吧 但是嘴巴没有ao那么大,0.5
美国人就这毛病,0.0
或许法国人按法语读法？泰尔之类的 不知道啊,0.5
nbl9+4,0.5
我记得一开始的翻译是古伯特 小牛试训法国中锋古伯特,0.5
文班带飞大都会 萨尔...,0.0
原来叫萨尔小斑马，现在只能叫他乞丐版斑马了…..身体素质和斑马比差了很多，没想到完成度也这么低…..只能从防守端开始慢慢成长吧,0.5
哦 我还以为我记错了 榜眼其实叫thrall,0.5
大聪明秒了，还自己运球呢一条龙呢,0.0
要不把去年文班的那个小徐通的称号给萨尔吧,0.0
水货状元会经常被提起，水货榜眼也就被喷一年，他是有自知之明的,0.0
水了,0.0
塔图姆这个我觉得也还ok吧，不然忒特姆也不好听,0.05
球探已经被解雇,0.0
幸亏有55号秀布朗尼给榜眼转移火力,0.0
染个色，还真有点像萨尔,0.5
怎么看？比布朗尼还垃圾,0.0
不像是一个职业球员,0.0
我不是勇士球迷都知道夺冠赛季的普尔都打疯了，这还菜，没他还不一定夺冠呢。,1.0
那不懂也别直接说人家的翻译出戏行不行呢,0.5
这个没有什么问题吗？这不就是音译过来了的吗？,0.5
早期wow的翻译都是nga版主领着众弟兄翻的，突出一个随心所欲，也夹带了不少私货,0.5
那还是和吉安娜适合一点，经常夫唱妇随的,0.5
真的不敢打,0.0
炸裂！,0.0
比年轻国王还菜？,0.0
吉安娜早就黑化了，而且嫁人了,0.5
正确音译“死弱”,0.5
看起来我热的新秀有点香了,0.5
感覺會不會水了,0.0
不像职业球员,1.0
冒充职业球员,1.0
比布朗尼还差，但没热度，没人喷,0.0
大本是96黄金一代的落选秀，刚进联盟在凯尔特人打夏季联赛、后面刚去子弹队可是一开始打得分后卫的，后面改换成撸铁赛道后才开始出名。就好像那几年NBA顶级的三分射手迈克尔里德，大学时被描述外线实力不行，进联盟后自己苦练出来的。,0.5
哈哈哈感谢香港同胞指正,0.5
美国队长辛里奇,0.5
要等他有这实力进了国家队那必须把文班一防一个不吱声,1.0
有些东西翻译就是将错就错了吧，就像福尔摩斯,0.5
可能是练肌肉练过了,0.5
比如塔图姆,0.5
普尔就是心态问题。现在就是瞎打。人家萨尔起码璞玉。还年轻。练个几年还这样才会心态炸。目前来看小伙子挺全面的。,1.0
真没几个中锋做的出来。,1.0
什么鬼，萨尔你凭什么？？（我只玩到80icc就没玩了）,0.5
让我想起本内特了哈哈,0.0
哦对，永恒之眼里被干掉了,0.5
本来就是戈伯特啊，后来怎么叫成戈贝尔了,0.5
都会发挥的，真按着英文来得叫迈考教登,0.5
谢泼德，小斯托克顿,1.0
布朗尼综合症？,0.0
我都怀疑这哥们是不是在火花打过球了,0.0
比较符合现代NBA的打法，有三的潜力，很看好他,1.0
为什么不能？中国就是有一套统一的翻译规范要是各省各一套翻译方式你看出不出戏,0.5
不过，最近他做了手术，不能看他打夏联,0.5
戈伯特是用英文读法读的，但人家是法国人，法语读音出来就是戈贝尔,0.5
布朗尼顺位比吉诺比利高,0.0
那一手策应和一手备孕,0.0
瞎丢，手型都不对了，内线很多都是为了出手不被干扰大概丢一下。,0.0
没等打呢就开始撞新秀墙了,0.0
他的名字后面那个t在法语里不发音,0.5
￡,0.5
肯定发音的 我们玩炉石比完美魔兽的还清楚,0.5
就今年这情况，矮子里拔高个还这么狂，哪来的底气。正常年份估计掉第十去,0.0
我还真没觉得普洱菜，他其实就是体系球员，没了勇士体系打的太挣扎了。,0.5
本来就是糙哥,0.0
比如古烈,0.5
体坛周报原来翻译成海因里克,0.5
你看不懂也请你尊重别人地方文化,0.5
可是当时约什杰克逊确实是除了富儿子和大球之外天赋最好的，而且还是安吉和史帅飞去找的他试训的，只不过被放鸽子了，所以又询问了布朗的意思选择的塔图姆,0.0
投篮姿势有点像乔丹啊,1.0
旁边是谁他就埋冤谁，恰巧乐福在旁边而已,0.0
正解，有的人从出生就没有认识自己错的基因，干不好只会埋怨，怨管理层怨教练怨队友怨裁判怨对手太强，大学生们可能见得少，工作几年的朋友这种人太常见了。,0.0
又有新图,0.5
这个球乐福和JR两个人防对方两个人挡拆，夹击持球人后造成了詹姆斯和对方一对一，对方没有传球，在局部区域就是和詹姆斯的一对一啊 ，你防下来不就得了，没明白有啥埋怨乐福的？谁给我讲讲,0.0
和谁没关系，谁在旁边他摊谁。他的比赛我看的挺多，经常有他在外线被颜射三分后，立马泄气低头朝旁边对着空气摊手。其实任何人被颜射甚至隔扣都很正常，只不过他认为自己是睾特，包袱太大，不容得一点点不堪流露在外界面前。,0.0
查莫斯好像跟裁判说你怎么不吹他T,0.5
乐福好惨,1.0
怎么又有新图？？,0.5
嘿！新版本！,0.5
失败了永远是身边人的错，成功了就是自己的带领之下,0.0
肯定生气啊，怎么能暴露詹姆斯？他都没来得及躲开，这不是拉低詹姆斯防守数据吗？,0.0
什么什么box-out,0.5
总是会出现没见过的新图,0.5
看看我的,0.5
铁汉柔情詹姆斯,0.0
太同意了，办公室有个女坦克就是这样，怪领导没教会，怪同事没提醒，怪工厂做的慢，怪客户要求多，自己主打一个不粘锅，贼能辩解，做好了功劳全是自己的，见不得别人好，茶水间零食她自己连吃带拿。,0.0
？？混也是跟着欧文混的吧,0.0
他年轻时候也这样。骨子里就是这样的,0.0
说实话，现在詹姆斯已经不敢埋怨了，因为他现在防守漏勺已经人尽皆知，以前巅峰期防守端偷懒的习惯还没有被揭穿，而且对高阶还不影响，所以他漏人时候经常埋怨别人,0.0
我儿子练个篮球，这种队友就有两个。好好一个队，快让两个碎嘴给毁了。,0.0
詹：你跟着老子混了个总冠军，骂你两句怎么了,0.0
敢在虎扑发这些东西？,0.0
离谱，乐福从外线跑到内线帮他协防，他被人一个转身就过了,0.0
终于有个正常回答问题的了，还是有懂球的人在的，一个个看到詹姆斯就来劲儿了。小撒都到篮下了老詹还曼险去切球被轻松过个干净，这背锅无疑。乐福防守不好从这个球也是暴露干干净净，一个挡拆之后他竟然有些手足无措，在弱队当老大不干脏活累活来了骑士要从头学起,0.5
说那么多废话干什么 懂球的都知道老张没防守 ,0.0
乐福是机器人？不会去补防？,0.0
跑太快跑太远     没防住算他身上不开心,0.0
一次又一次,0.0
把妻舞剥掉,0.0
小萨往外线转，你让乐福怎么补防？你来补一个试试？,1.0
防守效率值下降了，乐福难道没有责任吗？,0.0
一对一防守了都，詹姆斯号称从一防到五 现在给你展示防守能力的时候到了，你让天天被骂防守提款机的乐福帮你？,0.0
那什么……敢,0.0
这么明显的勒夫防守判断失误，5号位怎么能这样上去包夹持球人呢，这种属于最基本的挡拆战术了，让对面的5号位这么轻易的在油漆区拿球去错位惩罚，然后还要慢悠悠的回油漆区，詹姆斯是属于补防，不能只看到小萨一个简单的转身把球打进。你可以说詹姆斯的补防没防住，但这锅就是勒夫的没毛病啊。我不知道你是想黑詹姆斯还是怎么地，但是既然你说技术讨论了，那就技术讨论一下,1.0
什么人会想和他做队友啊,0.0
詹姆斯:你为什么不协防，让我被打一个。,0.0
查尔莫斯没卡住安东尼,0.5
这球即使是挡拆换防，乐福跟丢人，他对位努力去防下来就好；这也是正常的球场换防对位，暂且不论他自己对位的人呢。其次，他自己这种球多的去了，不反省自己，去抱怨队友，恶心,0.0
别的不说，就人家乐福扩出去包夹强延误之后立马轮转回内线协防的防守意识和积极性，詹詹整个职业生涯都见不到几次,0.0
不要断章取义。这球明显詹姆斯没有对乐福发怒。而是说“你看，他就是在这过的我”,0.5
说那么多干啥,0.5
黑子都不会看完,0.5
遇见坛蜜就拉黑,0.0
跟臭老娘们儿一个心理，“抓紧埋怨别人，就不赖我”,0.0
这是不是叫无能狂怒,0.0
我是唇语专家，他说的是爸爸夹住，爸爸夹住,0.0
有担当,1.0
怎么没有，那不是不认吗,0.0
触发先攻,0.0
詹姆斯是来补防或者说是阻延对方进攻的，直白点说是在给他们擦屁股，乐福应该回来包夹持球者，而不是去补詹姆斯原本防守人,0.5
跟着欧文乐福CP3混的,0.0
等乐福退役看看有没有骚扰发,0.5
错就错在，来了骑士。去勇士多好。,0.5
这个球不是GOAT把球砸向队友。,0.0
这样的人多的是，说难听点普通就是这么觉得。但是到詹姆斯这个级别，还这样的认知就不可思议了。,0.0
提起冠军，没人会想起乐福，他真不如一直在森林里待着。,0.5
今天是第三天，老张是真不能说啊,0.0
我看了好久，以为老詹也干了,0.0
旁边有谁他就埋怨谁而已，乐福只是背锅的,0.0
他知道是自己没防住，就是习惯要甩锅，就是要营造一种我没错是队友没做好的舆论引导，把所有有眼睛的人都当成傻子,0.0
准确的说，我没见过，不知道詹密能不能让我开开眼，防守端精准的判断去大范围的移动,0.0
当队友的想半路补偿他，没认而已,0.0
ID满昏！亮你上去，让他们看看这里有壮士,1.0
xxn么这不,0.0
加技术讨论就是来钓鱼的，你还真上钩了,0.0
这，真没看过，老张真是越分析越墙,0.0
这球讨论过啊在挡拆中，乐福毫无意义的跑到弧顶三分线上去夹击持球人造成自己对位的小萨在三秒区中央空位得球以乐福的球商，这个属于大失误了，被说一下正常,0.0
都已经落位了，对方持球没有超强能力或者手感好，不能随便上去夹击。单防比较有效,0.5
乐福在骑士那段时间抑郁了,0.5
乐福没去前场快攻，詹姆斯准备打球刷助攻的,0.0
因为找到流量密码了吧,0.0
只怪乐福速度不行，小萨转身那一下就应该跳起来盖了。,0.0
动物行为,0.0
老詹怎么能去护筐呢，老詹是等着拿板推快攻的,0.0
底线裁判：乐福，谢谢你啊！你要是没在，我可咋办……,0.0
这张真没见过，2024年了到底还有多少内容没被玩家挖掘出来,0.5
睾特哈哈哈,0.0
又不是老张把球砸向他，要说也是吹对面,0.5
你发这种无厘头的指责要詹密怎么回复，都不知道他们说的什么，就虾鸡8嘲讽，想喷就喷就完事了，自娱自乐嘛。这个抱怨的可能性太多了，随便举个可能的例子，有可能防守战术的安排是挡拆就挤过结果乐福没有按照安排防守，老詹给他指出，这都是经常有的事情。这也要截图出来喷,0.5
乐福都被牛卡住了，咋补,0.5
他们不看比赛的，都是打完了瞄一眼数据,0.0
他们看不懂,0.0
看的出来说的是fxxking out,0.0
如果他旁边身无一人，阁下又将如何应对？,0.0
新！新图？！,0.0
真假羊都时常有新图被发掘出来哈哈哈，只不过效果完全不同,0.0
不喜欢的人，还看的挺多。也不知道是什么心里。,0.0
我来回，这球乐福上去包夹的意义何在？横移那么慢的球员，回防也来不及，詹姆斯去补小萨吃晃被打进不是很正常？小萨也是全明星级别的球员，晃开补防球员打进太正常了。那么问题来了？如果乐福不去包夹，需要詹姆斯去补防吗？明显是战术执行出了分歧，你听到詹姆斯说啥了吗，怎么就敢断定他在指责乐福呢。我知道你会说詹姆斯又在篮下等着抢板，但是看仔细了，右侧底角有个人是被放空的，詹姆斯在那个位置就是为了兼顾底角的同时补防乐福这个漏勺，只是补防没防住罢了，就被你们这群黑子截出一个10秒的片段大肆分析，真的牛逼。,1.0
那就摊手,0.0
我们这里也有个女坦克，平时自私到了极致，宽以律己、严以待人，没人理她她还要去领导那告状说我们孤立她,0.0
那他一定跟乐福摊手说鼓励的话，乐福被感动得愣住了吧,0.0
乐福得抑郁症原来是这原因,0.0
詹黑有进步，居然还需要论据了,0.0
歪日，你别乱放图啊，陷害我啊,0.5
不管错不错，锅先就近甩出去，别就在自己手里,0.0
这不明显安东尼扔的球吗 ,0.5
这球小萨是假挡拆，JR已经及时防到位了，乐福应该跟着小萨防他的顺下，而不是扑外线进行大延误或包夹，老詹应该去照顾他左侧底角的人，但他看小萨被漏人了就只能补防小萨了，老詹应该是喷乐福防守漏人了。,0.5
而且这球是从詹姆斯那边转身打进的，乐福根本够不到,0.5
无话可说,0.5
看不懂球？对方最后是从詹姆斯那边转身的，等于乐福被詹姆斯挡住了。,0.0
总有些玩意拿不是自己专业的水平来评判别人的专业，人家职业都没你明白，不知道其中具体缘由就开始批斗起来了，太典了，直呼典型,0.0
甩锅是习惯,0.0
像极了老张,0.0
怎么还有没见过的图啊，有没懂唇语的吊大JR,0.5
触发了，谁说阿詹不对谁是科库粉,0.0
啊？你注意这句【老詹喷乐福防守漏人了】你猜这俩人谁在防守端以漏人著称,0.0
乐福其实已经追回内线了，詹姆斯只要举起双手站着不失位，就可以双人包夹了。可是詹姆斯竟然想去下手断球。。。,0.0
球场上轮转换位很正常，一对一被人打了各种埋怨队友的仅此一家。看你挺能打字的，来，你给我分析分析这球又是怎么回事，千万别不说话哈。好好分析分析这球的合理性～,0.0
谁管你们怎么想,0.0
你真逗 对面持球强点包夹很正常的防守选择  可能教练也是这样安排的   对面出球迅速果断是对方球员强  高位包夹需要的就是后面轮转的迅速  詹姆斯失位赌博式抢断 关键是被内线球员做技术动作直接过掉 然后还对着乐福摊？  我来举个例子 07年邓肯帕克挡拆 詹姆斯甚至把大z都挡在身后了 然后居然还前补帕克 基本上相当于让帕克传邓肯上空篮   这个防守失误堪比教科书级别  大z为什么不对詹姆斯喋喋不休,0.0
科比直接动手打队友，麻烦你分析一下吧,0.0
请问您的逻辑在哪儿？别人闯红灯所以你闯红灯就是正确的？麻烦先把九年义务教育学完再来问问题吧。,0.0
乐福应该回内线，詹姆斯是一直站在协防位，如果他去堵小萨，底角就是空位三分啊。这个不是很简单都能看到吗？乐福去夹击挺离谱的，对面还不是挡拆，直接顺下从他身边过去了,0.0
啥逻辑啊？我没有讲逻辑啊，我没有发表任何的观点好吗？你在说啥？我只是请求你们评价一下「科比动手打队友」这件事,0.5
这不是我媳妇嘛自己犯错了先说我儿子或者我,0.0
没错,1.0
詹姆斯现在过于抽象，没法客观评价。但是就你发出来的这个视频，乐福的这个防守也挺抽象，一个假挡拆骑士防守体系直接破了。,0.0
因为大z不是国王,0.0
这举报挂机都能扣信誉分了,0.0
真每次来都有新图,0.5
发出来我们看看，不要断章取义的,0.5
这不就祖国人吗,0.0
这是乐福的人，詹姆斯只是协防的，乐福不用回位防守？所以说你看得懂球吗？还准备教詹姆斯打球呢,0.5
这是乐福的人，詹姆斯只是协防的，乐福不用回位防守？所以说你看得懂球吗？还准备教詹姆斯打球呢  ,0.5
没图你说个几把,0.0
兄弟咱这么讲，就算这球天杀的都是乐福的锅，球场上一个队那就是兄弟，说破天同队也没这么抱怨的。你去野球场打球，哪怕你全全全锅，有个队友吼你，保证这群人往后没人跟他玩。更何况这特么根本就不是乐福的锅！另外我确实不会制冷，但我你他任何人都有权评价冰箱的好坏，倒是你这屁股歪到西伯利亚去了。,0.0
自证陷阱,0.5
那就下一回合不参与进攻，让队友四打五。我就站在本方篮下，还可以防对方下快攻,0.0
这不是挡拆嘛，乐福去延误外线了，搞不懂，弱侧lbj只能过来补防，这时候乐福才回位，但是小萨已经把lbj过了，他可能在说这个挡拆为什么漏人的问题,0.5
怎么世界由你作主？你是哪位啊？一边玩去吧,0.0
这就是乌龟活得久的弊端了，总有新图被发掘,0.0
著名詹蜜 查尔莫斯不就说过吗,0.0
当乐子啊，搞笑的谁不爱看,0.0
因为这个人是乐福的，老詹是补防，防不住很正常，找个台阶下也很正常,0.5
我自证什么了,0.5
你也说了可能是这样安排的，那我也可以说可能不是这样安排的，还扯什么07年，真就一个回合说20年呗,0.0
你觉得这球不合理在哪，暮年詹姆斯防巅峰小卡还要每球都防下来是吧,1.0
怎么，不是抱怨就代表一定是鼓励 你打球不沟通，你是哑巴啊？,0.0
他是不是说了八嘎呀路,0.0
詹姆斯:只要退得够远，那就不是我防的,0.0
单防被过个干净还这么能嘴，要是有理不得追着人网暴啊，真是老张让你不再自卑,0.0
小萨是谁的人？不是乐福的人？我来帮你协防一下，不管成不成功都得及时往外扑出去，我都补了一下了，乐福还跟不上，那干脆别防了,0.0
蟹黄：你TM谁啊，要我干这些事,0.0
自己做不到的事当然得要求队友做好？这难道不是常务副山羊应该做的么,0.0
埋汰别人为了摘清自己，你错了我就没错,0.0
就近原则,0.0
正解。裁判站旁边都得喷裁判,0.0
小萨假挡啊，jr没失位，乐福错误判断去夹击。如果战术确实要夹击，詹姆斯换小萨，克劳德换底脚，乐福应该换侧翼，他却跑回小萨这里，詹姆斯也是看到乐福夹击才换位置本来跟着要去底脚。不过说一万，换都换了，防住不就完了么，一个转身人没了冤换防,0.5
伟大无需多言,0.0
这个挡拆勒夫不去包夹 对面后卫借挡拆投篮肯定不中 我詹板都卡好了 抢到板一条龙直接推过去轻松两分打进 这勒夫便要上去包夹导致对方后卫无法出手 结果传给萨博尼斯还要我詹防一个错位 不骂你骂谁,0.5
这活还是让布朗尼来吧！正常人只会说老詹的问题,0.0
真心佩服，回看了多少老詹的比赛了？比我们詹密可强太多了,0.0
我已经-10了，你等着,0.0
我已经-10，你等着,0.0
被对手侮辱完，再被队友喷,0.0
说到底，老詹就是一个巨婴，没有承担责任的勇气,0.0
就是有人什么问题都是别人的，养成了下意识反应。我平时踢球，也遇到过不少这样的人。我记忆很深刻是有一次，我是球队门将，本队人不够，群里喊了几个人，一个中后卫，自己在禁区内拿球不处理，犹犹豫豫被断球，别人近距离推了个角度轻轻松松进球，然后他第一反应不是举手抱歉，而且对我脱口而出，这球你要出来一点封角度......我封你大爷家的房门我封,0.0
换邓肯，，他自己就举手，，我的我的了。。,1.0
害，现在这小球迷这么离谱吗？这都不知道？,0.0
先手优势,0.0
漏锤子 明明是詹姆斯主动上去防 乐福才走开去补防了 没防住还怪队友,0.0
就球论球，这个球是詹姆斯和乐福一起的锅，五五开，谁也别说谁。不知道教练防守安排是什么，但是，乐福上提只是假阻挡，对方下沉后，詹姆斯应该在对方有下沉意图时，上提，一是阻挡对方中锋接球，二是进入防守位置，结果他走神了，乐福假防守完后，是跑去底角，还是和詹姆斯包夹中锋，不知道教练安排，不敢说对错。但是视频里，乐福想跑去底角防守三分的。我个人觉得他应该去包夹的，因为侧翼的那个人实际已经留意底角三分了，补位应该来的急。,0.5
一起的锅他为啥用那么夸张的肢体动作埋怨乐福？,0.0
没的说又躺地上了？,0.0
那批判他的人可太多了，你光荣啥呢？,0.0
乐福命苦，碰到个小仙女,0.0
这个球真是乐福要背锅也没毛病，他应该过来包夹的，内线就小萨一个人。。看乐福的走位他好像是打算去防3分线外那个，可3分线有人了啊。,0.5
bro you gonna take that -10,0.0
再说了，就球论球哈。人这东西忒复杂，我就不参与讨论了。近期没太多时间。哈哈,0.5
跟我一个同学好像，自己的防守人一步过了，我从内线出来补防没防住，还要被他质问你防的谁,0.0
越研究越尴尬,0.0
真他妈的恶心,0.0
稍微动动脑子吧。,0.0
你们说的都对，我赞成，给你点个赞,0.0
你啥时候见过皇帝做脏活累活的？能不生气嘛，而且最重要这球进攻球员离他最近打进了会影响他防守数据啊,0.0
对裁判摊手也不是不行。,0.0
